The Bellevue Hospital Charge Listing Effective 01/01/2019,,
Description,Amount,
CS MARKER TISSUE 2ND SITE,284.00 ,
CS MAS SOLERA 5.5X45,"3,182.00 ",
CS MASK AEROSOL ADLT,1.10 ,
CS MASK AEROSOL INFANT,4.00 ,
CS MASK AEROSOL PED,2.40 ,
CS MASK ANES ADULT,14.00 ,
CS MASK ANES TODDLER,8.00 ,
CS MASK BILLI,21.30 ,
CS MASK CHILD,7.90 ,
CS MASK EZ FLOW NEB IVPO,45.50 ,
CS MASK FACE O2 SPACER PED,14.60 ,
CS MASK FACE O2 SPACER SMALL,18.70 ,
CS MASK FULL FACE S,102.00 ,
CS MASK INFANT,8.00 ,
CS MASK LARYNGEAL AIRWAY,14.40 ,
CS MASK LG DISP NASAL,62.10 ,
CS MASK LG FULL FACE RES,102.60 ,
CS MASK LMA SIZE 2.5,23.00 ,
CS MASK MD FULL FACE RES,102.00 ,
CS MASK MED DISP NASAL,55.30 ,
CS MASK NEONATE,16.10 ,
CS MASK NITROUS LARGE,18.00 ,
CS MASK NITROUS LARGE,18.00 ,
CS MASK NITROUS MEDIUM,18.00 ,
CS MASK NITROUS MEDIUM,18.00 ,
CS MASK NITROUS SMALL,18.00 ,
CS MASK NITROUS SMALL,18.00 ,
CS MASK NON REBREATHER,2.80 ,
CS MASK NON REBREATHER P,6.60 ,
CS MASK O2 84 IN,1.70 ,
CS MASK O2 PED,3.00 ,
CS MASK PACKET SM,30.30 ,
CS MASK PETITE NASAL,42.50 ,
CS MASK POCKET INFANT,32.60 ,
CS MASK PREEMIE FACE SIZE 0,8.00 ,
CS MASK SMALL NASAL,62.10 ,
CS MASK TRACH,2.70 ,
CS MASK VENTURI,4.60 ,
CS MATERIAL WND CONT 3X4,9.00 ,
CS MATERIAL WND CONT 3X8,13.60 ,
CS MATOME HH VACUUM SET,61.50 ,
CS MATRIX BILAYER WOUND 4X5,"10,923.00 ",
CS MATRIX DERMAL 4X8CM,"7,142.00 ",
CS MATRIX FLOWABLE WOUND 3CC,"11,284.00 ",
CS MATRIX GRAFTON 2.5X10,"8,070.00 ",
CS MATRIX GRAFTON PUTTY 5CC,"3,301.00 ",
CS MATRIX INTEGRA REINFORCEMENT 5X10CM,228.56 ,
CS MATRIX MEDSHED BILAYER WOUND 2X2,"2,752.00 ",
CS MATRIX MESHED BILAYER WOUND 2X2,"7,644.00 ",
CS MATRIX MESHED BILAYER WOUND 4X5,960.00 ,
CS MATRIX MESHED BILAYER WOUND 4X5,"13,330.00 ",
CS MATRIX REINFORCEMENT INTEGRA 28 SQ CM,521.00 ,
CS MATRIX STRIPS 8MM X1CM X10CM,"6,026.00 ",
CS MATTRESS OVERLAY PER DAY,180.00 ,
CS MAX COMPRESSION WRAP LONG LARGE,75.00 ,
CS MAX COMPRESSION WRAP LONG MEDIUM,75.00 ,
CS MAX COMPRESSION WRAP REG LARGE,75.00 ,
CS MAX COMPRESSION WRAP REG MEDIUM,75.00 ,
CS MAXORB 4X4 DRESSING,59.00 ,
"CS MECHE CANULEE D 7, 0MM EMBOUT AO","1,451.00 ",
CS MECHE CNAULEE D 9 0MM EMBOUT AO,"1,451.00 ",
CS MEDIHONEY HYDROGEL DRESSING 4.3X4.3,37.00 ,
CS MEDIPORE 3IN,19.14 ,
CS MEDIUM CALCANCAL DRILL 4 3AO ATTACHME,"1,264.00 ",
CS MESH 11X14 OVAL,861.80 ,
CS MESH 2X4,183.00 ,
CS MESH 6X8 COMPOSIX,"2,264.40 ",
CS MESH 8X12 OVAL,717.80 ,
CS MESH COMPOSIT 10X14,"2,782.50 ",
CS MESH COMPOSIT 6X8,"2,458.80 ",
CS MESH COMPOSIT 8X10,"2,100.00 ",
CS MESH DUAL FACING 10X8,"3,204.00 ",
CS MESH DUAL FACING 12X8,"2,205.00 ",
CS MESH DUAL FACING 3.5,"1,134.00 ",
CS MESH DUAL FACING 4.7,"1,368.00 ",
CS MESH DUAL FACING 6X4,"1,566.00 ",
CS MESH DUAL FACING 6X8,"2,124.00 ",
CS MESH KUGEL 12X12,"2,311.20 ",
CS MESH KUGEL 8X8,"1,666.80 ",
CS MESH KUGEL PTC6.3X12.3,"3,639.30 ",
CS MESH KUGEL XLG 18X23,"3,007.20 ",
CS MESH MARLEX 10X14,792.00 ,
CS MESH MARLEX 1X4,126.00 ,
CS MESH MARLEX 3X6,386.40 ,
CS MESH MARLEX 6X6,450.00 ,
CS MESH MED CIRCLE W STR,"1,909.00 ",
CS MESH MED PREFIX PLUG,680.00 ,
CS MESH MOSAIC 8X10,"3,339.00 ",
CS MESH PRESHAPAD 4X3 R,424.80 ,
CS MESH PRESHAPED 4X3 L,424.80 ,
CS MESH PROLOOP 30902 LARGE,"2,153.00 ",
CS MESH PROLOOP LARGE,"1,166.00 ",
CS MESH PROLOOP X LARGE,"1,166.00 ",
CS MESH SEPRA 3X6,"1,115.00 ",
CS MESH SEPRA 4X8,"1,701.00 ",
CS MESH SEPRA 6X8 HP COMP,"3,024.00 ",
CS MESH SML CIRCLE W STR,"1,588.00 ",
CS MESH TEALFIL 8,"1,260.00 ",
CS MESH VELTRALEX ST MED,"1,548.00 ",
CS MESH VENTRALEX ST CS MED,"1,584.00 ",
CS MESH VENTRIO 11X14,"3,132.00 ",
CS MESH VENTRIO 15CMX25CM,"3,841.00 ",
CS MESH VENTRIO 8X12,"2,060.00 ",
CS MESH VITA,756.00 ,
CS MESHVENTRIO 14X18,"3,334.90 ",
CS MICRO INTRODUCER SS 5FR,90.00 ,
CS MICROSHEATH INTRODUCER,109.80 ,
CS MINI QUICK ANCHOR PLUS 2 0,"1,569.60 ",
CS MITYVAC M STYLE,75.20 ,
CS MONOPOLAR 2.5 RYTHEM LINK,419.00 ,
CS MORCELLATOR,"2,592.00 ",
CS MORPHIX SUTURE ANCHOR 2.5MM,"1,607.00 ",
CS MOUTHSEAL,10.50 ,
CS MUSLIN 4 FT ROLL,5.50 ,
CS NAIL CPM 10MMX21.5CM RIGHT,"4,660.00 ",
CS NAIL HUMERAL 8MM,"4,596.40 ",
CS NAIL KIT TI TROCHANTERIC 11X180MMX125,"6,523.00 ",
CS NAIL PANTA 11MMX240MM,"12,058.00 ",
CS NAIL PANTA 12X240MM,"16,133.00 ",
CS NAIL Z CANC SCREW PT 6.0X85,970.00 ,
CS NAIL Z CANC SCREW PT 6.0X95,970.00 ,
CS NAIL Z GT 11MMX38CM L,"5,355.00 ",
CS NASAL ADAPTER,33.00 ,
CS NASOPHARYNGEAL4.5,10.40 ,
CS NASOPHARYNGEAL5.0,10.30 ,
CS NASOPHARYNGEAL5.5,11.30 ,
CS NEBULIZER 500ML,10.00 ,
CS NEBULIZER EZ FLOW MAX,73.10 ,
CS NEBULIZER HAND HD,2.60 ,
CS NECK MODULAR 12 14 TAPER,"2,752.00 ",
CS NEEDLE 14G CORE MARK,313.20 ,
CS NEEDLE 19 X 1 HUBER,38.60 ,
CS NEEDLE 19X.75 HUBER,40.20 ,
CS NEEDLE 20X6 EXT STIMUPLEX,56.00 ,
CS NEEDLE 20X9A LOCALIZA,144.00 ,
CS NEEDLE 21X7CM SUPER SHARP,173.00 ,
CS NEEDLE 7X28 GA TIP,176.40 ,
CS NEEDLE ASPIR 22X10.0,38.70 ,
CS NEEDLE ASPIR 22X15.0,38.70 ,
CS NEEDLE BHIBA BIOP 22X15,47.00 ,
CS NEEDLE BIOP TRUCUT14X20,72.10 ,
CS NEEDLE BIOPSEY,69.90 ,
CS NEEDLE BIOPSEY 20 9,99.20 ,
CS NEEDLE BIOPSEY COAX1820,162.00 ,
CS NEEDLE BIOPSEY COAX2020,238.00 ,
CS NEEDLE BIOPSEY CT1815,217.70 ,
CS NEEDLE BIOPSY 18 20,128.00 ,
CS NEEDLE BIOPSY ACN1820,54.00 ,
CS NEEDLE BIOPSY ACN1825,93.60 ,
CS NEEDLE BIOPSY ACT 2011,226.00 ,
CS NEEDLE BIOPSY AT18 15,128.00 ,
CS NEEDLE BIOPSY AT18 20,134.40 ,
CS NEEDLE BIOPSY AT18 9,89.60 ,
CS NEEDLE BIOPSY AT20 15,163.20 ,
CS NEEDLE BONE BIOPSY 17X10,277.00 ,
CS NEEDLE BONE BIOPSY 17X5,277.00 ,
CS NEEDLE BREAST,46.80 ,
CS NEEDLE CHIBA 19X10.0,108.00 ,
CS NEEDLE CHIBA 20X2 3/8,19.10 ,
CS NEEDLE CHIBA BX 22X20,47.00 ,
CS NEEDLE COUNTER,3.60 ,
CS NEEDLE DAVIS TONS,5.80 ,
CS NEEDLE DELTA BIOPSEY,216.00 ,
CS NEEDLE DISP BIOPSY,51.00 ,
CS NEEDLE DURASPHERE,74.80 ,
CS NEEDLE ELEC EXT,16.50 ,
CS NEEDLE EPIDURAL 17X3.5 TOUGHY WINGS,27.00 ,
CS NEEDLE EPIDURAL 18C31/2 TUOHY,27.00 ,
CS NEEDLE EPIDURAL TOHY 20X6 WING,30.30 ,
CS NEEDLE EPIDURAL TUOHY 18GX6 CLEAR HUB,32.00 ,
CS NEEDLE EPIDURAL TUOHY-SCHLIFF,29.10 ,
CS NEEDLE GRIP PLUS 20X1,31.50 ,
CS NEEDLE GRIP PLUS20X3/4,25.20 ,
CS NEEDLE HAWKINS II 20X,80.00 ,
CS NEEDLE HOMER MAMMO 20X10,97.20 ,
CS NEEDLE HOMER MAMMO 20X5,115.00 ,
CS NEEDLE HOMMU MAMM20X7.5,115.00 ,
CS NEEDLE HUBER 19X1 1/2,17.60 ,
CS NEEDLE HUBER 20X.75,38.60 ,
CS NEEDLE HUBER 20X1,35.80 ,
CS NEEDLE HUBER 20X1.5,33.10 ,
CS NEEDLE HUBER 20X5/8,27.60 ,
CS NEEDLE HUBER 22X.75,38.60 ,
CS NEEDLE HUBER 22X1,18.90 ,
CS NEEDLE HUBER 22X5/8 STERILE GRIPPER,17.00 ,
CS NEEDLE JAMSHIDI BIOP,133.00 ,
CS NEEDLE KOONTZ HER,6.80 ,
CS NEEDLE LOCAL 20X5A,76.50 ,
CS NEEDLE MAMMOLOK 20X12.5,111.60 ,
CS NEEDLE MAXCORE 16X10,245.00 ,
CS NEEDLE MAXCORE BX18X20,293.00 ,
CS NEEDLE PECAN SPINAL 25X5,17.80 ,
CS NEEDLE PERCUTANEO,10.30 ,
CS NEEDLE PROSTATE B,122.40 ,
CS NEEDLE QUICK CORE 20X15,237.00 ,
CS NEEDLE QUICK CORE 20X9,100.80 ,
CS NEEDLE REGBLOCK,10.40 ,
CS NEEDLE RETROBULBAR.64X38,15.80 ,
CS NEEDLE RIGID 14.6X21,90.00 ,
CS NEEDLE SCLEROTHER,136.80 ,
CS NEEDLE SCORPION,504.00 ,
CS NEEDLE SELDINGER ENT,18.90 ,
CS NEEDLE SET GREENE BX,74.80 ,
CS NEEDLE SPINAL 20GX8IN QUINCKE METAL H,36.00 ,
CS NEEDLE SPINAL 20X5.5,38.50 ,
CS NEEDLE SPINAL 22X5 PENCIL TIP,31.60 ,
CS NEEDLE SPINAL TOUHY WING 20X4.5,33.20 ,
CS NEEDLE SPN HAVEL 21,41.80 ,
CS NEEDLE ST INTROOSSEOUS 15,479.00 ,
CS NEEDLE ST PED INTRAOSS,450.00 ,
CS NEEDLE STIMUPLEX 21GX4IN,48.00 ,
CS NEEDLE STIMUPLEX 22X2 30,34.00 ,
CS NEEDLE SUB DERMAL DISPOSIBLE,7.20 ,
CS NEEDLE SUREFIRE SCORPION,504.00 ,
CS NEEDLE TEMNO BX CT 1611,180.40 ,
CS NEEDLE TEMNO BX CT 1615,177.10 ,
CS NEEDLE TEMNO BX CT 1620,196.30 ,
CS NEEDLE TEMNO BX CT 1811,217.70 ,
CS NEEDLE TEMNO BX CT 1820,217.70 ,
CS NEEDLE TEMNO BX CT 2011,220.30 ,
CS NEEDLE TRANSBRONCHIAL A,187.00 ,
CS NEEDLE TRANSBRONCHIAL AS,369.40 ,
CS NEEDLE VERSA STEP INSU,76.90 ,
CS NEEDLE WANG CYTOLOGY,228.40 ,
CS NEEDLE WANG HIST 19G,201.80 ,
CS NEEDLE WHITACRE 25X3.5,28.00 ,
CS NEEDLEGUIDE 9GA,30.40 ,
CS NEEDLEPOINT TIP,20.60 ,
CS NEEDLEPOINT TIP 6IN,23.40 ,
CS NEELE GRIPPER 19 X .75,33.20 ,
CS NEELE GRIPPER 19 X 1,28.10 ,
CS NEPHROSTOMY SET 12,450.50 ,
CS NEPHROSTOMY SET 8.5,437.00 ,
CS NERVE LOCATOR,204.00 ,
CS NERVE STIMULATOR CHECKPOINT,"2,131.00 ",
CS NEURAWRAP NERVE PROTECTOR 1 CM LENGTH,"2,355.00 ",
CS NEUTRAL LINER 36MM SIZE KK,"6,725.00 ",
CS NEXGEN KNEE CR SIZE GREEN C H,"3,462.60 ",
CS NG ALL POLY PATELL 41MM,"3,373.81 ",
CS NG ALL POLY PATELLA 32MM,"2,391.70 ",
CS NG ALL POLY PATELLA 35MM,"3,373.80 ",
CS NG ALL POLY PATELLA 38MM,"3,373.81 ",
CS NG ALL-POLT PATELLA 29MM,"2,391.70 ",
CS NG KNEE POLY SIZE BL CH,"3,462.60 ",
CS NG KNEE REPMT EXT SCREW,576.00 ,
CS NG LPS FL FX PRO ART SUR AB 3 4 10MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR CD 3 4 10MM,"3,462.60 ",
CS NG LPS FL FX PRO ART SUR CD 3 4 12MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR CD 3 4 14MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR CD 3 4 17MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR CD 3 4 20 MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR CD 3 4 23MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR CD 5 6 10MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR CD 5 6 12MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR CD 5 6 14MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR CD 5 6 17MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR CD 5 6 20MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR CD 5 6 23MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR EF 3 4 10MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR EF 3 4 12MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR EF 3 4 20MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR EF 3 4 23MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR EF 5 6 10MM,"3,462.60 ",
CS NG LPS FL FX PRO ART SUR EF 5 6 12 MM,"3,462.60 ",
CS NG LPS FL FX PRO ART SUR EF 5 6 17MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR EF 5 6 20MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR EF 5 6 23MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR EF 5-6 14MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR EF 7 10 10MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR EF 7 10 12MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR EF 7 10 14MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR EF 7 10 17MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR EF 7 10 20MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR EF 7 10 23MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR GH 5 6 12MM,"3,462.60 ",
CS NG LPS FL FX PRO ART SUR GH 5 6 17MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR GH 5 6 20MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR GH 5 6 23MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR GH 7 10 10MM,"3,462.60 ",
CS NG LPS FL FX PRO ART SUR GH 7 10 12MM,"3,462.60 ",
CS NG LPS FL FX PRO ART SUR GH 7 10 14MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR GH 7 10 17MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR GH 7 10 20MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SUR GH 7 10 23MM,"3,462.63 ",
CS NG LPS FL FX PRO ART SURF GH 5 6 10MM,"3,462.60 ",
CS NG LPS FLEX OP FML SIZE C LT,"9,252.35 ",
CS NG LPS FLEX OP FML SIZE C RT,"9,252.35 ",
CS NG LPS FLEX OP FML SZ D LT,"9,252.40 ",
CS NG LPS FLEX OP FML SZ D RT,"9,252.40 ",
CS NG LPS FLEX OP FML SZ E LT,"9,252.40 ",
CS NG LPS FLEX OP FML SZ E RT,"9,252.40 ",
CS NG LPS FLEX OP FML SZ F LT,"9,252.40 ",
CS NG LPS FLEX OP FML SZ F RT,"9,252.40 ",
CS NG LPS FLEX OP FML SZ G LT,"9,252.40 ",
CS NG LPS FLEX OP FML SZ G RT,"9,252.40 ",
CS NG LPS-FL FX PRO ART SUR EF 3-4 17MM,"3,462.63 ",
CS NG PLS FL FX PRO ART SUR AB 3 4 12MM,"3,462.63 ",
CS NG PLS FL FX PRO ART SUR AB 3 4 14MM,"3,462.63 ",
CS NG PLS FL FX PRO ART SUR EF 3 4 14MM,"3,462.63 ",
CS NG PLS FL FX PRO ART SUR GH 5 6 14MM,"3,462.63 ",
CS NG PRCT STMD TIBIAL PLATE SZ 3,"4,155.63 ",
CS NG PRCT STMD TIBIAL PLATE SZ 4,"4,155.63 ",
CS NG PRCT STMD TIBIAL PLATE SZ 8,"4,155.63 ",
CS NG PRCT STMT TIBIAL PLATE SZ 6,"4,155.60 ",
CS NG TAPER PLUG,"2,385.70 ",
CS NIFOMETER 0 TO -60 CM H2O,62.00 ,
CS NOVAGRAN BLUE PLUS 4X4,38.00 ,
CS NOVASURE DEVICE KIT,"2,875.00 ",
CS NOZZLE BREAKAWAY,92.30 ,
CS NUGAUZE .25,6.00 ,
CS NUGAUZE .5,6.70 ,
CS NUGAUZE 1IN,7.20 ,
CS NUGAUZE 2IN,12.00 ,
CS NUGAUZE IODO .25,5.50 ,
CS NUGAUZE IODO .5,11.50 ,
CS NUGAUZE IODO 1IN,7.50 ,
CS NUGAUZE IODO 2IN,11.90 ,
CS NUSHIELD (3X3) 1 SQ CM,355.00 ,
CS NUSHIELD (3X4) 12 SQ CM,420.00 ,
CS NUSHIELD (4X4)  1 SQ CM,419.00 ,
CS NUSHIELD 1.6 SQ CM DISC,711.00 ,
CS NUSHIELD 2X3 (6 SQ CM),477.00 ,
CS NUSHIELD 2X4 8 SQ CM,428.00 ,
CS NUT EXTENDED ORTHOFIX,138.00 ,
CS NUT HEX ORTHOFIX,9.00 ,
CS O2 MODULE BLUE,47.00 ,
CS O2 MODULE GREEN,46.80 ,
CS O2 MODULE ORANGE,47.00 ,
CS O2 MODULE PURPLE,47.00 ,
CS O2 MODULE YELLOW,46.80 ,
CS OB VACUUM DELIVER,48.60 ,
CS OBTRYX ONE SLING SYSTEM,"4,081.00 ",
CS OCA CORE FRESH 10MM,"6,238.00 ",
CS OCCLUDER HYSTERECTOMY,370.00 ,
CS OLY BIOPSY FORCEP ALLIGATOR JAW,36.40 ,
CS OLY BRUSH DISP CYTOLOGY 10X2,51.90 ,
CS OLY BRUSH DISP CYTOLOGY 10X3,51.90 ,
CS OLY FORCEP BIOPSY ENDOJAW OVAL 2.0,105.00 ,
CS OLY NEEDLE INJECTION 25X4,142.40 ,
CS OLY NEEDLE INJECTION 25X5,142.40 ,
CS OLY SNARE OVAL 15MM,41.20 ,
CS OLY VALVE BIOPSY,9.00 ,
CS OR & EXT 2 FT 1X16,720.00 ,
CS ORA 5 TOPICAL BACTERIC,132.00 ,
CS ORTHOPLUG,320.40 ,
CS OSTEOCHONDRAL FLP REPR,"1,054.80 ",
CS OSTEOVATION EX BONE VOID FILLER,"2,880.00 ",
CS OSTOMY TAIL CLOSE,5.70 ,
CS OX MODULE PINK RED,55.80 ,
CS OX MODULE WHITE,46.80 ,
CS OXFORD ANATOMIC MENISCAL BEARING SM 3,"4,325.00 ",
CS OXFORD FEMORAL TWIN PEG,"9,130.00 ",
CS OXFORD LEFT MEDIAL TIBIAL TRAY AA,"9,225.00 ",
CS OXFORD LEFT MEDIAL TIBIAL TRAY SIZE A,"4,065.00 ",
CS OXFORD MENISCAL BEARING LEFT 6MM,"2,845.00 ",
CS PAC BONE CEMENT MIXER,630.00 ,
CS PACEMAKER MODEL ADDR01,"12,500.00 ",
CS PACK ADMIN VARITHENA,144.00 ,
CS PACK ARTHROSCOPY,258.00 ,
CS PACK BASIC II,12.80 ,
CS PACK BASIC MAJOR,86.00 ,
CS PACK BASIN SET,36.10 ,
CS PACK CUSTOM ENDOVENOUS,180.00 ,
CS PACK CUSTOM LAPOROSCO,173.80 ,
CS PACK CYSTO I,20.50 ,
CS PACK ENDOSCPC SINUS,40.10 ,
CS PACK EYE,897.00 ,
CS PACK HEAD NECK,40.40 ,
CS PACK LAP CHOLE CUSTOM,188.00 ,
CS PACK LAP IV,50.00 ,
CS PACK LITHOTOMY,19.20 ,
CS PACK OB DELIVERY,41.50 ,
CS PACK ORTHO VI,63.70 ,
CS PACK SHOULDER,210.00 ,
CS PACK STERILE PROCEDURE MORPHIX 2.5MM,"1,202.00 ",
CS PACK TOTAL HIP,365.00 ,
CS PACK TOTAL KNEE,297.00 ,
CS PACK UNI TENODESIS PROCEDURE,"2,012.00 ",
CS PACK UNIVERSAL,70.40 ,
CS PACKING DOYAL NASAL,92.00 ,
CS PACKING NASAL 5.5CM RAPID RHINO,132.00 ,
CS PACKING NASAL 7.5CM RAPID RHINO,136.00 ,
CS PACKING POPE EPISTAXIS,98.00 ,
CS PACKING SINUS,34.00 ,
CS PAD AED DEFIB,14.00 ,
CS PAD AQUAFLEX US GEL,19.00 ,
CS PAD DEFIB SMALL,11.10 ,
CS PAD DEFIBRILLATOR,15.50 ,
CS PAD DISTRACTOR,215.00 ,
CS PAD DUODERM 4X4,12.20 ,
CS PAD ELECTRO MONITOR,10.70 ,
CS PAD ELECTROSURGICAL,7.70 ,
CS PAD FOAM LEG,42.10 ,
CS PAD GROUND RFA,63.00 ,
CS PAD HEAT 16 X 21,37.90 ,
CS PAD HEAT 18 X 24,18.80 ,
CS PAD HEAT 3 X 18,31.40 ,
CS PAD KNEE POSITIONER,124.20 ,
CS PAD NEST BILISOFT SMALL,20.00 ,
CS PAD PEDIATRIC BOVIE,13.10 ,
CS PAD PINK PIGAZZI,268.30 ,
CS PAD PREP,4.20 ,
CS PAD TRAC FOR WND VAC,67.00 ,
CS PADDING SYN CAST 2IN,1.70 ,
CS PADDING SYN CAST 3IN,2.50 ,
CS PADDING SYN CAST 4IN,3.10 ,
CS PADDING WEBRIL 2IN,0.70 ,
CS PADDING WEBRIL 3IN,2.20 ,
CS PADDING WEBRIL 4IN,3.20 ,
CS PADDING WEBRIL 6IN,4.80 ,
CS PADDING WEBRIL 6INX4YD STERILE,8.00 ,
CS PAPILLOTOME,289.00 ,
CS PAPILLOTOME 30X8MM,442.00 ,
CS PARTIAL ARTICULAR SURFACE SIZE F RIGH,"6,975.00 ",
CS PARTIAL FEMUN SIZE 6 RIGHT MEDIAL,"12,875.00 ",
CS PARTIAL FEMUR CEMENTED SIZE F RIGHT M,"8,775.00 ",
CS PASER DRILL PIN 2 PIN,697.60 ,
CS PASSER 2 PIN DRILL TIP,427.20 ,
CS PASSER LIGAT GRAFT10.5,569.00 ,
CS PASSER LIGAT GRFT 9.5,543.00 ,
CS PASSER SUTURE 2IN,144.00 ,
CS PASSPORT BUTTON CANNULA 10X5,115.00 ,
CS PASSPORT BUTTON CANNULA 12X3,216.00 ,
CS PASSPORT BUTTONCANNULA 10X4,115.00 ,
CS PASTE DUODERM HYD,15.10 ,
CS PASTE STOMAHESIVE,28.90 ,
CS PATCH CARDIOVASC 30X30,860.20 ,
CS PATCH CAROTID,"3,250.00 ",
CS PATCH CAROTID 8 X 75,39.60 ,
CS PATCH PED COMBO,144.00 ,
CS PATELLA 32MMX8.5MM,"2,391.70 ",
CS PATELLA 38MM X 9.5MM,"3,374.00 ",
CS PATELLA PERSONA ALL POLY 38MM,"2,392.00 ",
CS PATELLA POLY 29MM CEM,"2,391.70 ",
CS PATELLA POLY 29MM CEM,"2,391.70 ",
CS PATELLEA CEMENTED 35MM 9.0,"2,392.00 ",
CS PATELLO FEMORAL JOINT SYS STD,900.00 ,
CS PATELLO FEMORAL TROCHLEA COMPONENT SI,"21,750.00 ",
CS PATIENT HELPER TRAPEZE PER DAY,90.00 ,
CS PATTIE SURG .5 X .5,44.00 ,
CS PATTIE SURG .75X.75,37.80 ,
CS PEEPVALVE DISP,17.30 ,
CS PENCIL ELECTROSURGICAL,12.10 ,
CS PERI WASH,3.50 ,
CS PERILOCK 3.5X14MM,579.00 ,
CS PERSONA ARTICULAR SURFACE LEFT 14MM,"10,000.00 ",
CS PERSONA FEMUR STD LEFT SIZE F,"9,918.00 ",
CS PERSONA TIBIA 5 DEGREE LEFT SIZE C,"4,156.00 ",
CS PICC 4FR SGL LUMEN KIT,567.00 ,
CS PICC 5FR DUAL LUMEN KIT,567.30 ,
CS PICC 5FR GROSHONG 45CM,696.30 ,
CS PICC 5FR SNG LUMEN,232.20 ,
CS PICC 6FR DUAL LUMEN,329.60 ,
CS PICC 6FR TRIPLE INJ,612.00 ,
CS PICC GROSHON 4FR SNG,414.00 ,
CS PICC GUIDE WIRE,92.00 ,
CS PICC INJECTABLE 5FR DU,495.00 ,
CS PICC SHEATH DILATOR 4FR,62.30 ,
CS PICC SHEATH DILATOR 5FR,63.00 ,
CS PIGMENT CHROMA 1,90.00 ,
CS PIGMENT CHROMA 2,90.00 ,
CS PIGMENT CHROMA 3,104.40 ,
CS PIGMENT CHROMA 4,97.20 ,
CS PIGMENT CHROMA 5,104.40 ,
CS PIGMENT CHROMA 6,90.00 ,
CS PIGMENT CHROMA 7,90.00 ,
CS PIGMENT CHROMA O,90.00 ,
CS PIGMENT DARK BROWN,90.00 ,
CS PIGMENT DEEP RED,104.40 ,
CS PIGMENT LIGHT BROWN,90.00 ,
CS PIGMENT MEDIUM BROWN,90.00 ,
CS PIGMENT ROSE,104.40 ,
CS PILLOW ABDUCTION,113.40 ,
CS PILLOW SHOULDER ABD L,196.10 ,
CS PILLOW SHOULDER ABD M,202.20 ,
CS PILLOW SHOULDER ABD S,193.10 ,
CS PILOTED REAMER,738.00 ,
CS PILOTED REAMER 8.5,738.00 ,
CS PIN 2.0MM,435.00 ,
CS PIN 70MM EXTERNAL,331.00 ,
CS PIN ANCHORAGE FIXATION,316.00 ,
CS PIN ANGULATED BUTTRESS 1.8MM,428.00 ,
CS PIN APEX  5X18,357.00 ,
CS PIN APEX 5X20,309.00 ,
CS PIN APEX CANCELLOUS TRANSFIXING 150,375.00 ,
CS PIN APEX SELF DRILLING TAPPING 150X40,357.00 ,
CS PIN COMPRESSION DISTRACTOR 2.4X140MM,189.00 ,
CS PIN DISTRACT COMPRES 3.2X230MM,214.00 ,
CS PIN DISTRACTION 12MM,325.00 ,
CS PIN DISTRACTION 14MM,296.60 ,
CS PIN DISTRACTION 16MM,231.30 ,
CS PIN DISTRACTOR COMPRESSOR 2.4X230MM,214.00 ,
CS PIN GUIDE REV SHOL 2.5MM,"1,008.00 ",
CS PIN HYBRID,375.00 ,
CS PIN NITINOL TROCAR TIP SMOOTH,378.00 ,
CS PIN ORTHOSORB 40X1.3,642.00 ,
CS PIN ORTHOSORB 40X2,"1,057.00 ",
CS PIN PASSING DRILL TIP 2.4X381MM STERI,601.00 ,
CS PIN PERILOCK 2.7MMX14MM,656.00 ,
